id;suspicious_status;suspicious_note;question;extra
1070;0;;He has [few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] opportunities to advance in his career.;У него мало возможностей для карьерного роста.
1071;0;;[Few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] companies can afford such expensive technology.;Мало компаний могут позволить себе такую дорогую технологию.
1072;0;;She has [few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] reasons to stay in this job.;У нее мало причин оставаться на этой работе.
1073;0;;[Few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] students passed the difficult exam.;Мало студентов сдали этот сложный экзамен.
1074;0;;I have [few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] doubts about his honesty.;У меня мало сомнений в его честности.
1075;0;;[Few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] restaurants serve authentic local cuisine.;Мало ресторанов подают аутентичную местную кухню.
1076;0;;He received [few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] responses to his job application.;Он получил мало откликов на свое резюме.
1077;0;;There are [few:t.determ,c.y,d.grpofgrp,e.a-litle-negative] ways to solve this problem.;Есть мало способов решить эту проблему.
1078;0;;There are [many:t.determ,c.y,d.grpofgrp,e.a-lot] ways to improve your skills.;Есть много способов улучшить свои навыки.
1079;0;;[Many:t.determ,c.y,d.grpofgrp,e.a-lot] students participated in the competition.;Многие студенты приняли участие в соревновании.
1080;0;;She has read [many:t.determ,c.y,d.grpofgrp,e.a-lot] books on this subject.;Она прочитала много книг по этой теме.
1081;0;;[Many:t.determ,c.y,d.grpofgrp,e.a-lot] tourists visit this city every year.;Много туристов посещают этот город каждый год.
1082;0;;There are [many:t.determ,c.y,d.grpofgrp,e.a-lot] reasons to consider this proposal.;Есть много причин рассмотреть это предложение.
1083;0;;[Many:t.determ,c.y,d.grpofgrp,e.a-lot] of the guests arrived early.;Многие из гостей пришли рано.
1084;0;;She has attended [many:t.determ,c.y,d.grpofgrp,e.a-lot] conferences on the topic.;Она посетила много конференций по этой теме.
1085;0;;[Many:t.determ,c.y,d.grpofgrp,e.a-lot] people believe in the power of positive thinking.;Многие люди верят в силу позитивного мышления.
1086;0;;He has [many:t.determ,c.y,d.grpofgrp,e.a-lot] friends in different countries.;У него много друзей в разных странах.
1087;0;;[Many:t.determ,c.y,d.grpofgrp,e.a-lot] projects require teamwork to be successful.;Многие проекты требуют командной работы для успеха.
1088;0;;There isn’t [much:t.determ,c.n,d.grpofgrp,e.a-lot] time left before the deadline.;До дедлайна осталось не так много времени.
1089;0;;She doesn’t have [much:t.determ,c.n,d.grpofgrp,e.a-lot] experience in this field.;У нее не так много опыта в этой области.
1090;0;;[Much:t.determ,c.n,d.grpofgrp,e.a-lot] effort was needed to complete the task.;Потребовалось много усилий, чтобы завершить задание.
1091;0;;He didn’t show [much:t.determ,c.n,d.grpofgrp,e.a-lot] interest in the topic.;Он не проявил большого интереса к теме.
1092;0;;We don’t have [much:t.determ,c.n,d.grpofgrp,e.a-lot] information about the case.;У нас мало информации по этому делу.
1093;0;;[Much:t.determ,c.n,d.grpofgrp,e.a-lot] work has been done to improve the system.;Было проделано много работы для улучшения системы.
1094;0;;She doesn’t drink [much:t.determ,c.n,d.grpofgrp,e.a-lot] coffee.;Она не пьет много кофе.
1095;0;;[Much:t.determ,c.n,d.grpofgrp,e.a-lot] attention was given to the details.;Много внимания было уделено деталям.
1096;0;;There isn’t [much:t.determ,c.n,d.grpofgrp,e.a-lot] traffic in the morning.;Утром нет сильного движения.
1097;0;;[Much:t.determ,c.n,d.grpofgrp,e.a-lot] patience is required for this job.;Для этой работы требуется много терпения.
1098;0;;[All:t.determ,c.y/n,d.abs] students must follow the rules.;Все студенты должны соблюдать правила.
1099;0;;He lost [all:t.determ,c.y/n,d.abs] hope after multiple failures.;После множества неудач он потерял всякую надежду.
1100;0;;[All:t.determ,c.y/n,d.abs] the employees attended the meeting.;Все сотрудники присутствовали на собрании.
1101;0;;She gave [all:t.determ,c.y/n,d.abs] her effort to complete the project.;Она приложила все усилия, чтобы завершить проект.
1102;0;;[All:t.determ,c.y/n,d.abs] roads lead to the city center.;Все дороги ведут в центр города.
1103;0;;We spent [all:t.determ,c.y/n,d.abs] day at the beach.;Мы провели весь день на пляже.
1104;0;;[All:t.determ,c.y/n,d.abs] of them agreed with the decision.;Все они согласились с решением.
1105;0;;She has read [all:t.determ,c.y/n,d.abs] the books on the subject.;Она прочитала все книги по этой теме.
1106;0;;[All:t.determ,c.y/n,d.abs] the water was contaminated.;Вся вода была загрязнена.
1107;0;;He gave [all:t.determ,c.y/n,d.abs] his savings to charity.;Он отдал все свои сбережения на благотворительность.
